,section,byline,title,abstract,class,print_page,pub_date,type_of_material,class_le,byline_le,section_le,type_of_material_le,title_clean,abstract_clean,title_vec_avg,abstract_vec_avg,title_len,abstract_len,capital_letters,title_punct_num,abstract_punct_num,title_!,abstract_!,title_?,abstract_?,authors_num,coauthors,sections_grouped,title_ner,title_ner_type,ners_num,ner_GPE,ner_PERSON,ner_ORG,ner_MONEY,ner_NORP,pub_day_of_week,title_sentiment,abstract_sentiment,countries
45,Opinion,Bret Stephens,This Is How World War III Begins,Why Putin is likelier to double down than he is to cut his losses. ,top,22.0,2022-03-15 23:00:10+00:00,Op-Ed,1,108.0,15.0,5.0,world war iii begins,putin likelier double cut losses.,-0.0013326153,-0.004347068,7,14,9,0,1,0,0,0,0,1,0,7,['World War III Begins'],['EVENT'],1,0.0,0.0,0.0,0.0,0.0,1.0,-0.5994,-0.5859,[]
46,U.S.,Luke Broadwater and Amelia Nierenberg,A Groggy Senate Approves Making Daylight Saving Time Permanent,Legislation that passed unanimously would end the practice of setting clocks back one hour in the fall. Its prospects were uncertain in the House.,top,15.0,2022-03-15 22:24:04+00:00,News,1,454.0,28.0,2.0,groggy senate approves making daylight saving time permanent,legislation passed unanimously would end practice setting clocks back one hour fall. prospects uncertain house.,-0.006513509,0.00066313945,9,24,9,0,2,0,0,0,0,1,0,6,[],[],0,0.0,0.0,0.0,0.0,0.0,1.0,0.4019,0.0,[]
47,World,Natasha Frost,"It Could’ve Been the World’s Largest Potato, if Only It Were a Potato","A couple in New Zealand found a giant growth in their garden, named it Doug and applied to Guinness World Records. Then the results of a DNA analysis came in.",top,3.0,2022-03-17 07:36:37+00:00,News,1,557.0,30.0,2.0,"could’ve world’s largest potato, potato","couple new zealand found giant growth garden, named doug applied guinness world records. results dna analysis came in.",-0.012070343,-0.0046282555,13,30,10,1,3,0,0,0,0,1,0,5,[],[],0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.3818,[]
48,Health,Apoorva Mandavilli,New Vaccine Findings Pose Tough Questions for Parents of Young Children,The F.D.A. temporarily halted efforts to authorize the Pfizer-BioNTech vaccine for young children amid several unexpected findings. The coming weeks should bring clarity.,top,19.0,2022-03-10 18:55:15+00:00,News,1,76.0,10.0,2.0,new vaccine findings pose tough questions parents young children,f.d.a. temporarily halted efforts authorize pfizer-biontech vaccine young children amid several unexpected findings. coming weeks bring clarity.,-0.0013385105,0.0049780984,11,23,9,0,6,0,0,0,0,1,0,2,[],[],0,0.0,0.0,0.0,0.0,0.0,3.0,-0.128,0.4019,[]
49,U.S.,Edward Wong and Julian E. Barnes,"Russia Asked China for Military and Economic Aid for Ukraine War, U.S. Officials Say","Jake Sullivan, the U.S. national security adviser, plans to meet with a top Chinese official on Monday in Rome to discuss the war and China’s role.",top,6.0,2022-03-13 19:52:09+00:00,News,1,217.0,28.0,2.0,"russia asked china military economic aid ukraine war, u.s. officials say","jake sullivan, u.s. national security adviser, plans meet top chinese official monday rome discuss war china’s role.",-0.011028173,0.00081347825,14,26,12,3,5,0,0,0,0,1,0,6,"['Russia', 'China', 'Ukraine War', 'U.S.']","['GPE', 'GPE', 'EVENT', 'GPE']",4,1.0,0.0,0.0,0.0,0.0,6.0,-0.5994,-0.1779,"['Russia', 'China', 'U.S.']"
50,U.S.,Maria Cramer and Isabella Grullón Paz,An Educator Read ‘I Need a New Butt!’ to Children. Then He Was Fired.,"Toby Price, an assistant principal at an elementary school in Mississippi, read the book to a class of second graders over Zoom. “I am a firm believer that reluctant readers need the silly, funny books to hook them in,” he said.",top,17.0,2022-03-11 22:22:04+00:00,News,1,486.0,28.0,2.0,educator read ‘i need new butt!’ children. fired.,"toby price, assistant principal elementary school mississippi, read book class second graders zoom. “i firm believer reluctant readers need silly, funny books hook in,” said.",-0.017310375,-0.012681714,14,41,12,3,6,1,0,0,0,1,0,6,[],[],0,0.0,0.0,0.0,0.0,0.0,4.0,-0.5983,0.25,[]
51,U.S.,J. David Goodman,Texas Court Halts Abuse Inquiries Into Parents of Transgender Children,A judge said the governor’s order to consider medically accepted treatments for transgender youth as abuse had been improperly adopted and violated the State Constitution.,top,16.0,2022-03-11 19:41:16+00:00,News,1,301.0,28.0,2.0,texas court halts abuse inquiries parents transgender children,judge said governor’s order consider medically accepted treatments transgender youth abuse improperly adopted violated state constitution.,0.0034673242,-0.007479876,10,25,9,0,1,0,0,0,0,1,0,6,['Texas Court Halts Abuse Inquiries Into Parents of Transgender Children'],['ORG'],1,0.0,0.0,1.0,0.0,0.0,4.0,-0.6369,-0.7579,[]
52,World,Keith Bradsher,Lockdowns spread in China as the virus surges in Shanghai and over a dozen provinces.,Officials say that most of the recent cases detected in widespread testing are asymptomatic but still contagious.,top,0.0,2022-03-11 10:54:55+00:00,News,1,410.0,30.0,2.0,lockdowns spread china virus surges shanghai dozen provinces.,officials say recent cases detected widespread testing asymptomatic still contagious.,-0.0027404607,0.0017069555,15,17,3,1,1,0,0,0,0,1,0,5,"['China', 'Shanghai', 'over a dozen']","['GPE', 'GPE', 'CARDINAL']",3,1.0,0.0,0.0,0.0,0.0,4.0,0.0,-0.4767,"['China', 'Shanghai']"
53,Health,Carl Zimmer,‘Stealth’ Omicron Is Stealthy No More: What’s Known About the BA.2 Variant,The subvariant of Omicron is becoming more common in the United States but probably won’t cause another large spike.,top,17.0,2022-03-11 22:17:54+00:00,News,1,121.0,10.0,2.0,‘stealth’ omicron stealthy more: what’s known ba.2 variant,subvariant omicron becoming common united states probably won’t cause another large spike.,-0.010683379,-0.006283918,12,19,12,2,1,0,0,0,0,1,0,2,[],[],0,0.0,0.0,0.0,0.0,0.0,4.0,-0.3182,0.2263,[]
54,U.S.,"Helene Cooper, Julian E. Barnes and Eric Schmitt","As Russian Troop Deaths Climb, Morale Becomes an Issue, Officials Say","More than 7,000 Russian troops have been killed in less than three weeks of fighting, according to conservative U.S. estimates.",top,12.0,2022-03-16 22:43:48+00:00,News,1,288.0,28.0,2.0,"russian troop deaths climb, morale becomes issue, officials say","7,000 russian troops killed less three weeks fighting, according conservative u.s. estimates.",-0.0109779695,0.0019346189,11,20,10,2,5,0,0,0,0,2,1,6,['Russian'],['NORP'],1,0.0,0.0,0.0,0.0,1.0,2.0,0.0,-0.7906,[]
55,Well,Jane E. Brody,"Why We Clutter, and What to Do About It","All that “stuff” in our drawers, closets and corners is a hazard, but there are ways to keep it at bay.",top,0.0,,,1,324.0,29.0,-2.0,"clutter,","“stuff” drawers, closets corners hazard, ways keep bay.",-0.008105352,-0.012372632,9,21,7,1,3,0,0,0,0,1,0,2,[],[],0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,[]
56,World,Michael Schwirtz,"Brent Renaud, an American journalist, is killed in Ukraine.","An award-winning filmmaker and journalist, Mr. Renaud, 50, was killed while reporting in a suburb of Kyiv. Another journalist was wounded.",top,0.0,2022-03-13 14:04:02+00:00,News,1,538.0,30.0,2.0,"brent renaud, american journalist, killed ukraine.","award-winning filmmaker journalist, mr. renaud, 50, killed reporting suburb kyiv. another journalist wounded.",-0.012333226,-0.0041468116,9,21,4,3,7,0,0,0,0,1,0,5,"['Brent Renaud', 'American', 'Ukraine']","['PERSON', 'NORP', 'GPE']",3,0.0,1.0,0.0,0.0,0.0,6.0,-0.6705,-0.6705,['Ukraine']
57,Arts,Vimal Patel,"Emilio Delgado, Luis on ‘Sesame Street’ for Four Decades, Dies at 81",The actor was a fixture on the groundbreaking educational program. His character’s wedding to Maria on the show in 1988 captivated children and their parents.,top,21.0,2022-03-11 00:50:16+00:00,Obituary (Obit),1,727.0,0.0,4.0,"emilio delgado, luis ‘sesame street’ four decades, dies 81",actor fixture groundbreaking educational program. character’s wedding maria show 1988 captivated children parents.,-0.0076935943,-0.0032259433,12,25,8,2,2,0,0,0,0,1,0,1,"['Emilio Delgado', 'Luis', 'Four Decades', '81']","['PERSON', 'PERSON', 'DATE', 'CARDINAL']",4,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.3818,[]
58,Gameplay,Alexis Benveniste and Jackie Frere,A Collection of the Best Wordle Tips and Tricks,We gathered a list of the best tips for a strong strategy and successful game of Wordle.,top,0.0,,,1,28.0,9.0,-2.0,collection best wordle tips tricks,gathered list best tips strong strategy successful game wordle.,-0.0042784982,-0.006958421,9,17,6,0,1,0,0,0,0,1,0,7,['Tricks'],['ORG'],1,0.0,0.0,1.0,0.0,0.0,-1.0,0.5719,0.9062,[]
59,New York,"William K. Rashbaum, Ben Protess and Jonah E. Bromwich","Trump Is Guilty of ‘Numerous’ Felonies, Prosecutor Who Resigned Says","Mark F. Pomerantz, who had investigated the former president, left after the Manhattan district attorney, Alvin Bragg, halted an effort to seek an indictment.",top,1.0,2022-03-23 22:31:13+00:00,News,1,733.0,13.0,2.0,"trump guilty ‘numerous’ felonies, prosecutor resigned says","mark f. pomerantz, investigated former president, left manhattan district attorney, alvin bragg, halted effort seek indictment.",-0.0030709538,-0.0037726332,10,24,9,1,6,0,0,0,0,2,1,6,[],[],0,0.0,0.0,0.0,0.0,0.0,2.0,-0.8074,0.0,[]
60,World,Austin Ramzy,"The China Eastern plane descended more than 20,000 feet in just over a minute.","An hour after it took off, the flight turned horribly wrong, according to data from Flightradar24.",top,0.0,2022-03-21 11:43:48+00:00,News,1,83.0,30.0,2.0,"china eastern plane descended 20,000 feet minute.","hour took off, flight turned horribly wrong, according data flightradar24.",-0.007608328,-0.014224603,14,16,3,2,3,0,0,0,0,1,0,5,"['more than 20,000 feet', 'just over a minute']","['QUANTITY', 'TIME']",2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7579,[]
61,World,Shawn Hubler,"Why Arnold Schwarzenegger taped an impassioned video to Russia, telling Putin: ‘Stop this war.’","The movie star and former governor of California addressed Russians and Russian soldiers, saying, “ “your lives, your limbs, your futures are being sacrificed for a senseless war.”",top,0.0,2022-03-17 17:57:13+00:00,News,1,658.0,30.0,2.0,"arnold schwarzenegger taped impassioned video russia, telling putin: ‘stop war.’","movie star former governor california addressed russians russian soldiers, saying, “ “your lives, limbs, futures sacrificed senseless war.”",-0.01352467,-0.012314978,14,28,6,3,5,0,0,0,0,1,0,5,"['Arnold Schwarzenegger', 'Russia', 'Putin']","['PERSON', 'GPE', 'PERSON']",3,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,['Russia']
62,World,"Michael Levenson, Megan Specia and Edward Wong",Russia Targets Western Ukraine as Biden Warns Xi Not to Aid Moscow,"A scramble of diplomatic efforts bears little fruit as Russia intensifies its attacks, including with a bombardment into a relatively unscathed part of western Ukraine.",top,1.0,2022-03-18 21:32:54+00:00,News,1,534.0,30.0,2.0,russia targets western ukraine biden warns xi aid moscow,"scramble diplomatic efforts bears little fruit russia intensifies attacks, including bombardment relatively unscathed part western ukraine.",-0.014432516,-0.0054144524,12,25,10,0,2,0,0,0,0,2,1,5,"['Russia', 'Biden Warns Xi Not', 'Moscow']","['GPE', 'PERSON', 'GPE']",3,1.0,0.0,0.0,0.0,0.0,4.0,-0.1027,-0.4404,"['Russia', 'Moscow']"
63,Business,Peter Eavis,"A Starbucks store in Seattle, the company’s hometown, votes to unionize.",The 9-0 tally was the seventh union victory in the U.S. in a push that began last year.,top,0.0,,,1,598.0,3.0,-2.0,"starbucks store seattle, company’s hometown, votes unionize.",9-0 tally seventh union victory u.s. push began last year.,-0.0020084223,0.009121124,11,18,3,3,4,0,0,0,0,1,0,4,"['Starbucks', 'Seattle']","['ORG', 'GPE']",2,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,['Seattle']
64,World,Neil MacFarquhar and Andrew E. Kramer,"Russians Pound Ukrainian Cities, as Biden Rallies Anti-Kremlin Alliance","A powerful explosion ruined a shopping mall in Kyiv and claimed several lives, while Ukraine refused a Russian demand to surrender the devastated city of Mariupol.",top,1.0,2022-03-21 22:39:37+00:00,News,1,563.0,30.0,2.0,"russians pound ukrainian cities, biden rallies anti-kremlin alliance","powerful explosion ruined shopping mall kyiv claimed several lives, ukraine refused russian demand surrender devastated city mariupol.",0.0031734952,-0.0019431313,9,26,9,2,2,0,0,0,0,1,0,5,"['Russians', 'Biden Rallies Anti-Kremlin Alliance']","['NORP', 'ORG']",2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.7906,[]
65,U.S.,Vimal Patel,6 Oklahoma High School Students Killed in Crash,"The small passenger vehicle the girls were in collided with a semi-truck in Tishomingo, Okla., the authorities said.",top,0.0,2022-03-22 23:33:23+00:00,News,1,727.0,28.0,2.0,6 oklahoma high school students killed crash,"small passenger vehicle girls collided semi-truck tishomingo, okla., authorities said.",0.017421128,-0.009279007,8,18,6,0,5,0,0,0,0,1,0,6,"['6', 'Oklahoma']","['CARDINAL', 'GPE']",2,0.0,0.0,0.0,0.0,0.0,1.0,-0.802,0.0,['Oklahoma']
66,Opinion,Margaret Renkl,Dolly Parton Just Did the ‘Most Punk Rock Thing You Could Imagine’,Turning  down her nomination to the Rock & Roll Hall of Fame might be her way of making room for others in a ruthless music business. ,top,19.0,2022-03-21 09:00:13+00:00,News,1,481.0,15.0,2.0,dolly parton ‘most punk rock thing could imagine’,turning nomination rock & roll hall fame might way making room others ruthless music business.,-0.021218825,-0.009521977,12,26,11,0,2,0,0,0,0,1,0,7,['Dolly Parton'],['PERSON'],1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4404,[]
67,World,Maria Varenikova and Andrew E. Kramer,How Ukraine’s Outgunned Air Force Is Fighting Back Against Russian Jets,Aerial dogfights. Top Gun-style duels. Ukraine’s fighter pilots are badly outnumbered but have so far kept Russia from controlling the skies.,top,1.0,2022-03-22 09:00:21+00:00,News,1,488.0,30.0,2.0,ukraine’s outgunned air force fighting back russian jets,aerial dogfights. top gun-style duels. ukraine’s fighter pilots badly outnumbered far kept russia controlling skies.,-0.007813562,-0.009411398,11,21,11,0,4,0,0,0,0,1,0,5,"['Ukraine', 'Air Force Is Fighting Back Against Russian Jets']","['GPE', 'ORG']",2,1.0,0.0,0.0,0.0,0.0,1.0,-0.3612,-0.09,['Ukraine']
68,U.S.,Alyssa Lukpat,Bus Shooting in Florida Leaves 2 Dead and 2 Injured,"The bus driver was hailed for driving swiftly to Police Headquarters in Fort Lauderdale, at one point veering into oncoming lanes. A suspect surrendered after the bus came to a stop.",top,0.0,2022-03-17 21:54:43+00:00,News,1,36.0,28.0,2.0,bus shooting florida leaves 2 dead 2 injured,"bus driver hailed driving swiftly police headquarters fort lauderdale, one point veering oncoming lanes. suspect surrendered bus came stop.",0.007331926,-0.005298095,10,31,6,0,3,0,0,0,0,1,0,6,"['Florida', '2', '2']","['GPE', 'CARDINAL', 'CARDINAL']",3,1.0,0.0,0.0,0.0,0.0,3.0,-0.7906,-0.0772,['Florida']
69,Business,Nicholas Kulish and Maria Cramer,"$12 Billion to 1,257 Groups: MacKenzie Scott’s Donations So Far","The philanthropist announced new donations to Ukraine aid and Planned Parenthood, and said she would soon debut a database of all her giving.",top,0.0,,,1,567.0,3.0,-2.0,"$12 billion 1,257 groups: mackenzie scott’s donations far","philanthropist announced new donations ukraine aid planned parenthood, said would soon debut database giving.",0.0008729549,-0.011371215,10,23,8,3,2,0,0,0,0,1,0,4,"['$12 Billion', '1,257', 'Groups']","['MONEY', 'CARDINAL', 'ORG']",3,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.34,[]
70,Style,Alix Wall,"A Heart So Full, Her Chipped Teeth Were an Afterthought","Kyra Friedell thought she’d never date a Catholic. But Alexander Fernandez, who saw her through personal tragedy (and a beer-bottle knock to the mouth), proved her wrong.",top,12.0,2022-03-18 04:00:09+00:00,News,1,35.0,21.0,2.0,"heart full, chipped teeth afterthought","kyra friedell thought she’d never date catholic. alexander fernandez, saw personal tragedy (and beer-bottle knock mouth), proved wrong.",-0.0053553325,-0.011559159,10,27,9,1,7,0,0,0,0,1,0,2,[],[],0,0.0,0.0,0.0,0.0,0.0,4.0,0.6369,-0.9052,[]
71,U.S.,Eduardo Medina,Utah Governor Vetoes Transgender-Athlete Bill,"The bill would have barred transgender athletes from competing in girls’ sports. Gov. Spencer Cox, a Republican, rejected the measure passed by lawmakers in his party.",top,13.0,2022-03-22 21:48:12+00:00,News,1,215.0,28.0,2.0,utah governor vetoes transgender-athlete bill,"bill would barred transgender athletes competing girls’ sports. gov. spencer cox, republican, rejected measure passed lawmakers party.",0.007500127,-0.0047970065,5,26,6,1,5,0,0,0,0,1,0,6,"['Utah', 'Bill']","['GPE', 'PERSON']",2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.1531,['Utah']
72,Well,Gretchen Reynolds,Is It Better to Exercise in the Morning or Evening?,"Working out at different times of the day might have unique benefits for health, an ambitious new study in mice suggests.",top,0.0,,,1,281.0,29.0,-2.0,better exercise morning evening?,"working different times day might unique benefits health, ambitious new study mice suggests.",-0.013634332,-0.0062599387,10,21,6,1,2,0,0,1,0,1,0,2,['Evening'],['TIME'],1,0.0,0.0,0.0,0.0,0.0,-1.0,0.4404,0.6908,[]
