,section,byline,title,abstract,class,print_page,pub_date,type_of_material
119,Sports,"By Juliet Macur, Andrew Keh, Daniel Victor and Tariq Panja",Russian Figure Skater Can Compete but Won’t Receive Medals,"Arbitrators cleared Kamila Valieva to continue competing in the Beijing Olympics despite failing a doping test, but officials said they would withhold medals until her case was resolved.",top,,,
120,Sports,By Tariq Panja,Kamila Valieva’s arbitration hearing is over. Here’s what comes next.,The hearing will determine if the Russian figure skater who failed a pre-Olympics doping test will be able to continue to compete at the Beijing Games.,top,,,
121,U.S.,By Eduardo Medina,Pastor Resigns After Incorrectly Performing Thousands of Baptisms,"The pastor of a Catholic church in Phoenix changed one word in administering the sacrament, rendering baptisms performed there invalid, the church said.",top,,,
122,New York,By Benjamin Weiser,Prince Andrew Settles Sexual Abuse Lawsuit With Virginia Giuffre,"Financial terms of the settlement, which was announced in a federal court filing in Manhattan on Tuesday, were not revealed.",top,,,
123,Health,By Sheryl Gay Stolberg,"‘We Are Not There Yet’: As States Drop Mask Rules, the C.D.C. Stands Firm","The Biden administration said federal masking guidance would not change for now, but was seeking advice from public health experts on the way forward.",top,,,
124,Style,By Emily Palmer,Anna Sorokin on ‘Inventing Anna’ and Life After Rikers,"In an interview ahead of the Netflix show’s release, Ms. Sorokin spoke about how her life has changed since the end of her Anna Delvey days.",top,,,
125,Sports,By The New York Times,What We Know and Don’t Know About the Kamila Valieva Case,Confused about why the Russian skater has been cleared to compete but won’t receive any medals? Here are some answers.,top,,,
126,Health,By Annabelle Williams,"Patricia Moreno, Spiritual Fitness Leader, Dies at 57",Ms. Moreno’s intenSati program helped bring positive psychology into the exercise world.,top,,,
127,Arts,By Azi Paybarah,Kodak Black Is Shot in Los Angeles,"The rapper, whose legal name is Bill Kapri, was shot in the leg while assisting another person after an “unprovoked attack,” his lawyer said.",top,,,
128,Well,By Melinda Wenner Moyer,‘I Had Never Felt Worse’: Long Covid Sufferers Are Struggling With Exercise,And experts have some theories as to why.,top,,,
129,Sports,By Caryn Ganz,"Dr. Dre, Snoop Dogg headline hip-hop halftime show as Eminem takes a knee.",Mary J. Blige and Kendrick Lamar rounded out the set and the special guest 50 Cent surprised the crowd before Eminem knelt onstage in an apparent nod to Colin Kaepernick’s protest.,top,,,
130,U.S.,By Thomas Fuller,"In Landslide, San Francisco Forces Out 3 Board of Education Members","The recall, which galvanized Asian Americans, was a victory for parents angered by the district’s priorities during the pandemic.",top,,,
131,Arts,By Rob Tannenbaum,How Hip-Hop Inched Its Way to the Super Bowl Halftime Stage,"At Sunday’s game, Dr. Dre, Snoop Dogg and Kendrick Lamar will lead the first-ever halftime performance with rap at its center. The genre has taken a roundabout path to get there.",top,,,
132,Real Estate,By Lisa Prevost,They Took a Chance on Collaborative Living. They Lost Everything.,A group that sought to create Connecticut’s first experiment in collaborative living fell short. Some of the investors lost their life savings.,top,,,
133,Your Money,By Tara Siegel Bernard,Bernie Madoff’s Sister and Her Husband Are Found Dead in Florida,The authorities said it appeared to be a murder-suicide.,top,,,
134,U.S.,By Luke Broadwater and Michael S. Schmidt,Material Recovered From Trump by Archives Included Classified Information,"The former president, who assailed Hillary Clinton in 2016 for her handling of sensitive material, was confirmed by the National Archives to have taken classified documents with him when he left office.",top,,,
135,U.S.,By Eric Lipton,"Charitable Offer by Melania Trump Is Rejected, a Move She Calls ‘Politics’","Mrs. Trump assailed what she called attempts to “cancel her” as she comes under criticism, along with her husband, for post-White House fund-raising efforts.",top,,,
136,Health,By Apoorva Mandavilli,Got a Covid Booster? You Probably Won’t Need Another for a Long Time,"A flurry of new studies suggests that several parts of the immune system can mount a sustained, potent response to any coronavirus variant.",top,,,
137,Technology,By David D. Kirkpatrick,Who Is Behind QAnon? Linguistic Detectives Find Fingerprints,"Using machine learning, separate teams of computer scientists identified the same two men as likely authors of messages that fueled the viral movement.",top,,,
138,New York,"By William K. Rashbaum, Ben Protess, Jonah E. Bromwich, Kate Christobek and Nate Schweber","2 Prosecutors Leading N.Y. Trump Inquiry Resign, Clouding Case’s Future","The resignations came after the Manhattan district attorney, Alvin Bragg, was said to have expressed doubts about the case.",top,,,
139,Health,By Apoorva Mandavilli,The C.D.C. Isn’t Publishing Large Portions of the Covid Data It Collects,"The agency has withheld critical data on boosters, hospitalizations and, until recently, wastewater analyses.",top,,,
140,Well,By Amelia Nierenberg,Melatonin Isn’t a Sleeping Pill. Here’s How to Use It.,"The “vampire hormone” can act like a dose of sunset, tricking your body into feeling like it’s time to sleep.",top,,,
141,World,By Constant Méheut,Ex-Modeling Agent and Epstein Associate Found Dead in a Paris Jail,Jean-Luc Brunel had been charged with the rape of minors and was suspected of scouting young girls for Jeffrey Epstein.,top,,,
142,Opinion,By Ezra Klein,"If Joe Biden Doesn’t Change Course, This Will Be His Worst Failure",“The current humanitarian crisis could kill far more Afghans than the past 20 years of war.”,top,,,
143,Business,By Conor Dougherty,The Next Affordable City Is Already Too Expensive,"In Spokane, Wash., home prices jumped 60 percent in the past two years. The increase is fueled by buyers fleeing the boom in cities like Austin. Who will have to flee next?",top,,,
144,New York,By Azi Paybarah,Two Teenagers Were Fighting. Only the Black One Was Handcuffed.,"A video of the fight at a New Jersey mall circulated widely online. Gov. Philip D. Murphy said the appearance of “racially disparate treatment” was “deeply, deeply disturbing.”",top,,,
145,U.S.,By Azi Paybarah and Steve Eder,2 Louisiana Deputies Are Arrested and Fired After Fatal Shooting,"The Jefferson Parish officers each face a count of manslaughter in the shooting of an unarmed man in a parked car, the latest in a long line of seemingly avoidable killings by the police in recent years.",top,,,
146,Briefing,By David Leonhardt,"Red Covid, an Update","The partisan gap in Covid deaths is still growing, but more slowly.",top,,,
147,Well,By Amelia Nierenberg and Illustrations by Tim Peacock,Should You Still Wear a Mask?,"Experts weigh in on where, and when, you can safely take one off.",top,,,
148,U.S.,By Neil Vigdor,U.S. House Candidate Apologizes for Behavior at Sleepover,Parents said Abby Broyles of Oklahoma drank and swore at children at a friend’s home. She said she had mixed wine with medication and had no memory of the night.,top,,,
149,World,By Steven Lee Myers and Kevin Draper,"With Olympics Closing Ceremony, China Celebrates a Joyless Triumph","The Games ended without disaster but overshadowed by a doping scandal, rising tensions in Europe and anxiety over the future of the sporting movement.",top,,,
150,Business,By Azi Paybarah,"Returning to Fox Business, Neil Cavuto credits vaccination with saving his life.",The veteran host had been absent from the network for more than a month while he battled a case of Covid that landed him in the I.C.U.,top,,,
151,U.S.,By Nicholas Bogel-Burroughs,Kim Potter Sentenced to 2 Years in Prison for Killing Daunte Wright,Ms. Potter fatally shot Mr. Wright after drawing her gun instead of her Taser during a traffic stop near Minneapolis.,top,,,
152,New York,By Ed Shanahan and Jesse McKinley,New York Judge Dies by Suicide After Authorities Search His Home,"John Michalski, a respected trial court judge, had come under scrutiny amid a federal prosecution of a former client. He denied any impropriety.",top,,,
153,Movies,By Nicole Sperling and Matt Stevens,Will Smith Resigns From Academy After Slapping Chris Rock at Oscars,"The producer of the telecast, Will Packer, said that Smith had been asked to leave after slapping Rock, and that he had urged officials not to “physically remove” the actor.",top,,,
154,World,"By Malachy Browne, David Botti and Haley Willis","Satellite images show bodies lay in Bucha for weeks, despite Russian claims.","The images rebut Russia’s claim that the killing of civilians in Bucha, near Kyiv, took place after its soldiers had left town.",top,,,
155,Business,By Keith Bradsher,"A Flight Over China in Clear Skies, Followed by a Nosedive",Investigators face a formidable challenge in figuring out why China Eastern Flight 5735 crashed on March 21.,top,,,
156,Briefing,By David Leonhardt,A New Covid Mystery,Why haven’t cases started rising again in the U.S.?,top,,,
157,U.S.,By Carl Hulse,Two More Republicans Back Jackson as Senate Moves Toward Confirmation,The support of Senators Mitt Romney and Lisa Murkowski for Judge Ketanji Brown Jackson’s nomination was a counterpoint to the bitterly partisan confirmation process so far.,top,,,
158,New York,By Colin Moynihan,Sarah Lawrence Cult Leader Convicted of Trafficking and Extortion,"In 2010, Lawrence V. Ray moved into his daughter’s dormitory, gathered a circle of young followers around himself and began years of domination.",top,,,
159,U.S.,By Michael Wines,"Seven Decades Later, the 1950 Census Bares Its Secrets","Federal law kept the answers on millions of census forms secret for 72 years. The forms went online on Friday, a bonanza for historians, genealogists and the merely curious.",top,,,
160,Business,By Zolan Kanno-Youngs and Stacy Cowley,"Student Loans Are Set to Be Paused Again, Pushing Payments to September","The White House is said to be planning to announce the seventh extension of the pandemic relief program, affecting tens of millions of borrowers.",top,,,
161,U.S.,By Neil Vigdor,‘I-65 Killer’ Who Terrorized Motel Clerks in the 1980s Is Identified,"The authorities said they connected Harry Edward Greenwell, who died in 2013, to at least three murders in Kentucky and Indiana, using genetic genealogy.",top,,,
162,U.S.,By Jonathan Weisman,House Votes to Decriminalize Cannabis,"Democrats, with some Republican support, voted 220-204 to remove marijuana from the federal list of controlled substances, moving to catch up to the states.",top,,,
163,U.S.,By Eduardo Medina,Ohio Woman Convicted of Murder in 1993 Death of Newborn,Genealogical research helped lead police to the baby’s identity nearly three decades later.,top,,,
164,U.S.,"By Reid J. Epstein, Patricia Mazzei and Nick Corasaniti",Judge Rules Parts of Florida Voting Law Are Unconstitutional,"The ruling against a major Republican election law, issued by a federal judge in Tallahassee, is likely to be overturned either by a higher appeals court or the U.S. Supreme Court.",top,,,
165,Opinion,By Serge Schmemann,"Putin ‘Just Threw Over the Chess Board,’ and Russians Feel Shame and Dismay","Once again, Russia has become a pariah spreading lies and death.",top,,,
166,U.S.,By Eric Lipton and Maggie Haberman,She Took the White House Photos. Trump Moved to Take the Profit.,The former chief White House photographer made plans to publish a book of Trump photos. The former president had other plans.,top,,,
